ISIN | Currency | Total Buy Count | Total Sell Count | Total Buy Quantity | Total Sell Quantity | Weighted Average Buy Price | Weighted Average Sell Price | Max Buy Price | Min Sell Price
CH0010702154	CHF	209	210	4032	4059	27935148.80952381	28259206.70115792	28400000	0
FR0000125007	EUR	0	34	0	918	0	6750000.0	0	0
CH0371153492	CHF	280	333	24534	20052	5778386.728621505	6146436.764412527	6055000	0
CH0022427626	CHF	212	293	779	1171	212617458.27984595	228738684.88471392	232500000	0
CH0190891181	CHF	174	249	12450	12244	6643430.5220883535	6728290.59131003	6750000	0
CH0210483332	CHF	1417	1453	92300	102117	13114395.93716143	13376471.988013748	13495000	0
CH0011108872	CHF	285	274	6524	7876	29752245.55487431	30639760.03047232	30000000	0
FR0000121261	EUR	0	34	0	170	0	17200000.0	0	0
CH0042615283	CHF	376	265	23990	13542	18159071.696540225	19978450.745827794	20100000	0
CH0012032113	CHF	342	456	8296	20878	36468900.67502411	39458413.641153365	37420000	0
CH0239229302	CHF	183	246	7935	12254	13401253.938248267	13514884.935531255	13520000	0
CH0014284498	CHF	202	290	1768	2579	74346408.37104072	75657696.78169833	75650000	0
CH0012142631	CHF	314	341	106324	113691	1858080.7061434858	2007241.786948835	1977000	0
CH0010675863	CHF	292	322	18762	16875	16134790.534058202	17125077.333333332	16400000	0
CH0010754924	CHF	167	269	1060	1587	122006792.4528302	124002394.45494644	124400000	0
CH0012100191	CHF	231	342	3293	5788	44148496.81141816	46681188.66620594	45000000	0
CH0033361673	CHF	246	326	14413	17971	6309766.530215777	6782375.772077235	6435000	0
CH0198251305	GBX	1546	1377	197769	173289	247935002.45235604	250044975.1571075	251900000	0
CH0311864901	CHF	277	253	6276	5250	34457683.23773104	35749847.61904762	35980000	0
CH0002088976	CHF	222	332	10649	11217	17625630.575640906	19213226.35285727	17900000	0
CH0014786500	CHF	271	379	7987	22649	9300261.675222237	10018600.379707713	9480000	0
CH0012335540	CHF	226	214	14683	14838	7567855.342913574	7655557.01577032	7755000	0
CH0019396990	CHF	263	291	8429	8393	16901627.71384506	17247804.122483023	17220000	0
JE00BF5FX167	GBX	217	369	312717	394634	34291896.5070655	34730173.02107776	34700000	0
GB00BD6K4575	GBX	1772	1745	343784	329495	173145724.35017335	174352362.55481875	175600000	0
DE000SHL1006	EUR	0	34	0	714	0	6750000.0	0	0
GB00BF5H9P87	GBX	169	192	56497	51573	73931863.63877729	74698283.98580652	75400000	0
GI000A0F6407	GBX	112	210	109029	157173	24910580.120885268	25267620.901808836	25620000	0
GB00BDHXPG30	GBX	152	200	169925	228579	17622126.52640871	18088075.238757715	18000000	0
DE0005439004	EUR	0	16	0	512	0	12000000.0	0	0
LU1673108939	EUR	0	34	0	3196	0	680000.0	0	0
GB0000485838	GBX	215	261	83886	61784	83976996.16145721	85369011.3945358	84700000	0
GB0002945029	GBX	188	68	140641	83750	48433091.34605129	49342844.17910448	49100000	0
GB0003718474	GBX	261	207	13380	11321	808735724.9626307	818037055.0304743	821500000	0
GB00BF448H58	GBX	266	236	214662	138325	18146526.16671791	18517259.642147116	18460000	0
GB0004228648	GBX	120	287	14279	25463	199428783.5282583	204552244.433099	202500000	0
FR0000045072	EUR	0	34	0	1972	0	1390000.0	0	0
CH0012138530	CHF	1460	2300	708069	5246614	858754.8148556143	962693.0686343611	891600	0
GB0000197722	GBX	180	241	124577	144657	73179603.77918878	74193576.52930726	74100000	0
GB0001740025	GBX	201	247	101316	71000	53723076.31568558	54680666.197183095	54300000	0
GB00BYM1K758	GBX	200	129	146157	117998	28245682.382643323	28681067.899455924	28750000	0
GB0007918872	GBX	209	254	99000	107115	56257763.63636363	57115873.59380105	56700000	0
GG00BV54HY67	GBX	174	252	554243	577674	10260618.104333298	10420850.860519947	10360000	0
KYG9361H1092	GBX	137	214	53359	102397	74195547.14293747	75626940.24238992	74800000	0
GG00BYXVT888	GBX	188	239	159218	101637	50812377.9974626	51959136.92848077	51500000	0
NL0009767532	EUR	37	1	19500	300	5751282.051282051	5770000.0	5760000	0
IE00B44Z5B48	USD	23	14	1975	1591	19071043.03797468	19114221.244500313	19128000	0
US7496552057	USD	273	197	60655	40266	1349903.9815349106	1411112.7502110961	1428000	0
FR0000120644	EUR	34	0	510	0	5377000.0	0	5377000	0
DK0010274414	DKK	2	93	17	17763	12262352.94117647	14123420.593368238	12265000	0
SE0008091581	SEK	33	0	3102	0	6820000.0	0	6820000	0
ES0121975009	EUR	0	34	0	170	0	3915000.0	0	0
GB00BDCPN049	EUR	177	237	29700	29775	5003517.676767677	5051972.292191436	5080000	0
DE0005140008	EUR	120	38	3136	352	1006669.387755102	1397686.3636363635	1336400	0
DE0005810055	EUR	0	34	0	272	0	18040000.0	0	0
DE0008232125	EUR	68	68	3332	15572	604010.2040816327	733253.2751091704	629000	0
DE0005552004	EUR	0	34	0	2448	0	5800000.0	0	0
IE00BWY4ZF18	GBX	178	276	347037	1061883	10561467.797381835	10827194.238913327	10760000	0
DE0005557508	EUR	118	34	38989	1360	1476444.5612865167	1936000.0	1700200	0
GB00B3DGH821	GBX	253	211	305627	276547	11960154.829252651	12175645.586464508	12380000	0
GB0002374006	GBX	2754	2643	333143	335999	371718820.4464749	376777331.9265831	379150000	0
GB00BY9D0Y18	GBX	736	869	715145	852416	30595369.540442847	30813991.666040994	30940000	0
IE0005042456	GBX	84	73	254877	250385	73584091.54219486	73742554.86550713	74160000	0
DE000ENAG999	EUR	1	38	8	1154	1215400.0	1256856.1525129983	1215400	0
GB00B7KR2P84	GBX	953	740	571000	362843	59954776.32224168	64324353.728747696	62940000	0
GB00B01QGK86	GBX	184	190	209201	165372	18406933.52326232	18650790.0974772	18700000	0
SE0000949331	SEK	33	0	2838	0	3590000.0	0	3590000	0
DE000PAT1AG3	EUR	0	16	0	496	0	2650000.0	0	0
US71922G2093	USD	245	217	59242	58166	1879226.427196921	1983911.0133067428	2004000	0
